transcript_id	gene_id	gene_name
ENSSSCT00000086033	ENSSSCG00000016423	DPP6
ENSSSCT00000080508	ENSSSCG00000016423	DPP6
ENSSSCT00000063773	ENSSSCG00000016423	DPP6
ENSSSCT00000071756	ENSSSCG00000016423	DPP6
ENSSSCT00000076228	ENSSSCG00000016423	DPP6
ENSSSCT00000084222	ENSSSCG00000016423	DPP6
ENSSSCT00000054737	ENSSSCG00000016423	DPP6
ENSSSCT00000051174	ENSSSCG00000040865	ENSSSCG00000040865
ENSSSCT00000038100	ENSSSCG00000016426	ENSSSCG00000016426
ENSSSCT00000069452	ENSSSCG00000016426	ENSSSCG00000016426
ENSSSCT00000017887	ENSSSCG00000016426	ENSSSCG00000016426
ENSSSCT00000097138	ENSSSCG00000016426	ENSSSCG00000016426
ENSSSCT00000044145	ENSSSCG00000016426	ENSSSCG00000016426
ENSSSCT00000051248	ENSSSCG00000016426	ENSSSCG00000016426
ENSSSCT00000049532	ENSSSCG00000016426	ENSSSCG00000016426
ENSSSCT00000039588	ENSSSCG00000032315	XRCC2
ENSSSCT00000051463	ENSSSCG00000020663	KMT2C
ENSSSCT00000050452	ENSSSCG00000020663	KMT2C
ENSSSCT00000043259	ENSSSCG00000020663	KMT2C
ENSSSCT00000084939	ENSSSCG00000016430	GALNT11
ENSSSCT00000017891	ENSSSCG00000016430	GALNT11
ENSSSCT00000061923	ENSSSCG00000016430	GALNT11
ENSSSCT00000017892	ENSSSCG00000016431	GALNTL5
ENSSSCT00000047240	ENSSSCG00000016432	PRKAG2
ENSSSCT00000082263	ENSSSCG00000016432	PRKAG2
ENSSSCT00000017893	ENSSSCG00000016432	PRKAG2
ENSSSCT00000062215	ENSSSCG00000016432	PRKAG2
ENSSSCT00000102229	ENSSSCG00000016434	RHEB
ENSSSCT00000090920	ENSSSCG00000016434	RHEB
ENSSSCT00000050990	ENSSSCG00000016434	RHEB
ENSSSCT00000072507	ENSSSCG00000016434	RHEB
ENSSSCT00000088061	ENSSSCG00000016434	RHEB
ENSSSCT00000053926	ENSSSCG00000016434	RHEB
ENSSSCT00000017895	ENSSSCG00000016434	RHEB
ENSSSCT00000086880	ENSSSCG00000016487	MGAM2
ENSSSCT00000017951	ENSSSCG00000016487	MGAM2
ENSSSCT00000052165	ENSSSCG00000016487	MGAM2
ENSSSCT00000039107	ENSSSCG00000034639	MGAM
ENSSSCT00000059981	ENSSSCG00000031100	ENSSSCG00000031100
ENSSSCT00000083863	ENSSSCG00000021933	CLEC5A
ENSSSCT00000100326	ENSSSCG00000021933	CLEC5A
ENSSSCT00000031347	ENSSSCG00000021933	CLEC5A
ENSSSCT00000054829	ENSSSCG00000036925	ENSSSCG00000036925
ENSSSCT00000028796	ENSSSCG00000027039	ENSSSCG00000027039
ENSSSCT00000081214	ENSSSCG00000029612	PRSS37
ENSSSCT00000017952	ENSSSCG00000016488	SSBP1
ENSSSCT00000044210	ENSSSCG00000016488	SSBP1
ENSSSCT00000065648	ENSSSCG00000016488	SSBP1
ENSSSCT00000017953	ENSSSCG00000016489	WEE2
ENSSSCT00000017955	ENSSSCG00000016491	DENND11
ENSSSCT00000087628	ENSSSCG00000016492	AGK
ENSSSCT00000087690	ENSSSCG00000016492	AGK
ENSSSCT00000084115	ENSSSCG00000016492	AGK
ENSSSCT00000075893	ENSSSCG00000016492	AGK
ENSSSCT00000017957	ENSSSCG00000016493	TMEM178B
ENSSSCT00000060673	ENSSSCG00000016498	ENSSSCG00000016498
ENSSSCT00000064910	ENSSSCG00000016498	ENSSSCG00000016498
ENSSSCT00000090444	ENSSSCG00000038693	RAB19
ENSSSCT00000056939	ENSSSCG00000038693	RAB19
ENSSSCT00000094401	ENSSSCG00000032266	SLC37A3
ENSSSCT00000087292	ENSSSCG00000032266	SLC37A3
ENSSSCT00000068745	ENSSSCG00000032266	SLC37A3
ENSSSCT00000055042	ENSSSCG00000032266	SLC37A3
ENSSSCT00000064927	ENSSSCG00000032266	SLC37A3
ENSSSCT00000076396	ENSSSCG00000032266	SLC37A3
ENSSSCT00000017965	ENSSSCG00000016501	KDM7A
ENSSSCT00000017966	ENSSSCG00000016502	PARP12
ENSSSCT00000080314	ENSSSCG00000016504	TBXAS1
ENSSSCT00000076356	ENSSSCG00000016504	TBXAS1
ENSSSCT00000017968	ENSSSCG00000016504	TBXAS1
ENSSSCT00000028580	ENSSSCG00000026733	HIPK2
ENSSSCT00000088856	ENSSSCG00000026733	HIPK2
ENSSSCT00000017922	ENSSSCG00000016459	EPHA1
ENSSSCT00000017931	ENSSSCG00000016461	ZYX
ENSSSCT00000017924	ENSSSCG00000016461	ZYX
ENSSSCT00000057120	ENSSSCG00000028274	FAM131B
ENSSSCT00000031482	ENSSSCG00000028274	FAM131B
ENSSSCT00000017925	ENSSSCG00000056050	CLCN1
ENSSSCT00000086208	ENSSSCG00000016464	CASP2
ENSSSCT00000089724	ENSSSCG00000016464	CASP2
ENSSSCT00000068577	ENSSSCG00000016464	CASP2
ENSSSCT00000042552	ENSSSCG00000016464	CASP2
ENSSSCT00000017927	ENSSSCG00000016464	CASP2
ENSSSCT00000088009	ENSSSCG00000016464	CASP2
ENSSSCT00000060000	ENSSSCG00000031799	TMEM139
ENSSSCT00000083833	ENSSSCG00000035615	GSTK1
ENSSSCT00000050232	ENSSSCG00000035615	GSTK1
ENSSSCT00000071488	ENSSSCG00000035615	GSTK1
ENSSSCT00000082082	ENSSSCG00000035615	GSTK1
ENSSSCT00000064132	ENSSSCG00000035033	ENSSSCG00000035033
ENSSSCT00000017936	ENSSSCG00000016472	KEL
ENSSSCT00000065516	ENSSSCG00000037471	LLCFC1
ENSSSCT00000076572	ENSSSCG00000062134	TRPV5
ENSSSCT00000017933	ENSSSCG00000016469	TRPV6
ENSSSCT00000057027	ENSSSCG00000016469	TRPV6
ENSSSCT00000017937	ENSSSCG00000016473	EPHB6
ENSSSCT00000048725	ENSSSCG00000034219	TRBV30
ENSSSCT00000089396	ENSSSCG00000034219	TRBV30
ENSSSCT00000106846	ENSSSCG00000052350	ENSSSCG00000052350
ENSSSCT00000055133	ENSSSCG00000044150	ENSSSCG00000044150
ENSSSCT00000063976	ENSSSCG00000016475	ENSSSCG00000016475
ENSSSCT00000054026	ENSSSCG00000016475	ENSSSCG00000016475
ENSSSCT00000025084	ENSSSCG00000016475	ENSSSCG00000016475
ENSSSCT00000029092	ENSSSCG00000016475	ENSSSCG00000016475
ENSSSCT00000042053	ENSSSCG00000016475	ENSSSCG00000016475
ENSSSCT00000017939	ENSSSCG00000016475	ENSSSCG00000016475
ENSSSCT00000017940	ENSSSCG00000016475	ENSSSCG00000016475
ENSSSCT00000017942	ENSSSCG00000016478	PRSS2
ENSSSCT00000077478	ENSSSCG00000048989	TRBV27
ENSSSCT00000085384	ENSSSCG00000045274	ENSSSCG00000045274
ENSSSCT00000099858	ENSSSCG00000057746	ENSSSCG00000057746
ENSSSCT00000017943	ENSSSCG00000016479	TRBV19
ENSSSCT00000093965	ENSSSCG00000052581	ENSSSCG00000052581
ENSSSCT00000030015	ENSSSCG00000049883	ENSSSCG00000049883
ENSSSCT00000048858	ENSSSCG00000032495	ENSSSCG00000032495
ENSSSCT00000039430	ENSSSCG00000050449	ENSSSCG00000050449
ENSSSCT00000101395	ENSSSCG00000054082	ENSSSCG00000054082
ENSSSCT00000072715	ENSSSCG00000049878	ENSSSCG00000049878
ENSSSCT00000044967	ENSSSCG00000046886	ENSSSCG00000046886
ENSSSCT00000046167	ENSSSCG00000041692	ENSSSCG00000041692
ENSSSCT00000058255	ENSSSCG00000058542	ENSSSCG00000058542
ENSSSCT00000100155	ENSSSCG00000055067	ENSSSCG00000055067
ENSSSCT00000064145	ENSSSCG00000036013	ENSSSCG00000036013
ENSSSCT00000017948	ENSSSCG00000016484	ENSSSCG00000016484
ENSSSCT00000017949	ENSSSCG00000016485	PRSS58
ENSSSCT00000051382	ENSSSCG00000037885	ENSSSCG00000037885
ENSSSCT00000049472	ENSSSCG00000032249	GBX1
ENSSSCT00000072028	ENSSSCG00000025610	AGAP3
ENSSSCT00000098564	ENSSSCG00000025610	AGAP3
ENSSSCT00000037156	ENSSSCG00000025610	AGAP3
ENSSSCT00000082307	ENSSSCG00000025610	AGAP3
ENSSSCT00000031193	ENSSSCG00000025610	AGAP3
ENSSSCT00000023351	ENSSSCG00000025610	AGAP3
ENSSSCT00000027781	ENSSSCG00000025610	AGAP3
ENSSSCT00000051565	ENSSSCG00000025610	AGAP3
ENSSSCT00000039843	ENSSSCG00000028266	TMUB1
ENSSSCT00000023559	ENSSSCG00000028266	TMUB1
ENSSSCT00000077344	ENSSSCG00000024184	FASTK
ENSSSCT00000028709	ENSSSCG00000024184	FASTK
ENSSSCT00000046125	ENSSSCG00000024184	FASTK
ENSSSCT00000047205	ENSSSCG00000021475	SLC4A2
ENSSSCT00000027395	ENSSSCG00000021475	SLC4A2
ENSSSCT00000061847	ENSSSCG00000021475	SLC4A2
ENSSSCT00000026829	ENSSSCG00000024070	ENSSSCG00000024070
ENSSSCT00000080817	ENSSSCG00000024070	ENSSSCG00000024070
ENSSSCT00000078650	ENSSSCG00000024070	ENSSSCG00000024070
ENSSSCT00000017921	ENSSSCG00000016458	TAS2R60
ENSSSCT00000091164	ENSSSCG00000041670	ENSSSCG00000041670
ENSSSCT00000061665	ENSSSCG00000043920	ENSSSCG00000043920
ENSSSCT00000017917	ENSSSCG00000016454	ENSSSCG00000016454
ENSSSCT00000017918	ENSSSCG00000016455	ENSSSCG00000016455
ENSSSCT00000017920	ENSSSCG00000016457	TAS2R41
ENSSSCT00000046913	ENSSSCG00000036539	ENSSSCG00000036539
ENSSSCT00000100561	ENSSSCG00000055167	ENSSSCG00000055167
ENSSSCT00000017889	ENSSSCG00000016428	CCT8L2
ENSSSCT00000017894	ENSSSCG00000016433	ENSSSCG00000016433
ENSSSCT00000023815	ENSSSCG00000061025	OR9A1P
ENSSSCT00000023151	ENSSSCG00000021525	TAS2R4
ENSSSCT00000030179	ENSSSCG00000028394	TAS2R3
ENSSSCT00000058344	ENSSSCG00000039349	ENSSSCG00000039349
ENSSSCT00000017930	ENSSSCG00000016467	TAS2R40
ENSSSCT00000023582	ENSSSCG00000021954	TAS2R39
ENSSSCT00000105862	ENSSSCG00000057232	ENSSSCG00000057232
ENSSSCT00000025803	ENSSSCG00000024155	OR6V1
ENSSSCT00000105830	ENSSSCG00000056503	OR9A2
ENSSSCT00000076864	ENSSSCG00000044315	ENSSSCG00000044315
ENSSSCT00000106588	ENSSSCG00000052416	ENSSSCG00000052416
ENSSSCT00000099450	ENSSSCG00000052416	ENSSSCG00000052416
ENSSSCT00000092295	ENSSSCG00000056377	ENSSSCG00000056377
ENSSSCT00000102317	ENSSSCG00000060273	ENSSSCG00000060273
ENSSSCT00000100017	ENSSSCG00000054207	ENSSSCG00000054207
ENSSSCT00000104934	ENSSSCG00000053771	ENSSSCG00000053771
ENSSSCT00000101912	ENSSSCG00000063523	ENSSSCG00000063523
ENSSSCT00000079577	ENSSSCG00000049721	ENSSSCG00000049721
ENSSSCT00000070233	ENSSSCG00000044134	ENSSSCG00000044134
ENSSSCT00000094812	ENSSSCG00000055389	ENSSSCG00000055389
ENSSSCT00000106189	ENSSSCG00000051824	ENSSSCG00000051824
ENSSSCT00000082336	ENSSSCG00000046607	ENSSSCG00000046607
ENSSSCT00000099010	ENSSSCG00000057480	ENSSSCG00000057480
ENSSSCT00000091863	ENSSSCG00000061259	ENSSSCG00000061259
ENSSSCT00000081423	ENSSSCG00000044292	ENSSSCG00000044292
ENSSSCT00000081362	ENSSSCG00000043688	ENSSSCG00000043688
ENSSSCT00000075659	ENSSSCG00000049557	ENSSSCG00000049557
ENSSSCT00000102187	ENSSSCG00000052496	ENSSSCG00000052496
ENSSSCT00000092161	ENSSSCG00000051814	ENSSSCG00000051814
ENSSSCT00000100171	ENSSSCG00000056098	ENSSSCG00000056098
ENSSSCT00000098133	ENSSSCG00000059606	ENSSSCG00000059606
ENSSSCT00000096019	ENSSSCG00000061132	ENSSSCG00000061132
ENSSSCT00000096524	ENSSSCG00000060325	ENSSSCG00000060325
ENSSSCT00000101025	ENSSSCG00000055319	ENSSSCG00000055319
ENSSSCT00000106366	ENSSSCG00000060757	ENSSSCG00000060757
ENSSSCT00000067198	ENSSSCG00000049625	ENSSSCG00000049625
ENSSSCT00000081966	ENSSSCG00000050648	ENSSSCG00000050648
ENSSSCT00000079308	ENSSSCG00000050648	ENSSSCG00000050648
ENSSSCT00000084463	ENSSSCG00000050648	ENSSSCG00000050648
ENSSSCT00000071507	ENSSSCG00000050648	ENSSSCG00000050648
ENSSSCT00000067011	ENSSSCG00000050648	ENSSSCG00000050648
ENSSSCT00000093379	ENSSSCG00000058774	ENSSSCG00000058774
ENSSSCT00000092500	ENSSSCG00000058774	ENSSSCG00000058774
ENSSSCT00000098863	ENSSSCG00000042794	ENSSSCG00000042794
ENSSSCT00000086747	ENSSSCG00000042794	ENSSSCG00000042794
ENSSSCT00000102421	ENSSSCG00000042794	ENSSSCG00000042794
ENSSSCT00000021827	ENSSSCG00000020232	U6
ENSSSCT00000021553	ENSSSCG00000019958	U6
ENSSSCT00000020077	ENSSSCG00000018482	U6
ENSSSCT00000022107	ENSSSCG00000020512	U6
ENSSSCT00000020476	ENSSSCG00000018881	MIR671
ENSSSCT00000040312	ENSSSCG00000037841	ssc-mir-153
ENSSSCT00000073794	ENSSSCG00000045457	ENSSSCG00000045457
ENSSSCT00000038216	ENSSSCG00000013470	MRPS33
ENSSSCT00000014715	ENSSSCG00000013470	MRPS33
ENSSSCT00000071556	ENSSSCG00000041343	ENSSSCG00000041343
ENSSSCT00000017958	ENSSSCG00000016494	BRAF
ENSSSCT00000036816	ENSSSCG00000016494	BRAF
ENSSSCT00000040418	ENSSSCG00000016494	BRAF
ENSSSCT00000055445	ENSSSCG00000016494	BRAF
ENSSSCT00000059595	ENSSSCG00000032390	NDUFB2
ENSSSCT00000069910	ENSSSCG00000032390	NDUFB2
ENSSSCT00000017960	ENSSSCG00000016496	ADCK2
ENSSSCT00000106199	ENSSSCG00000053346	ENSSSCG00000053346
ENSSSCT00000041584	ENSSSCG00000063061	U6
ENSSSCT00000017961	ENSSSCG00000016497	DENND2A
ENSSSCT00000099990	ENSSSCG00000016497	DENND2A
ENSSSCT00000045857	ENSSSCG00000016497	DENND2A
ENSSSCT00000076362	ENSSSCG00000047565	ENSSSCG00000047565
ENSSSCT00000092835	ENSSSCG00000059479	ENSSSCG00000059479
ENSSSCT00000075440	ENSSSCG00000044062	ENSSSCG00000044062
ENSSSCT00000104966	ENSSSCG00000061806	ENSSSCG00000061806
ENSSSCT00000041145	ENSSSCG00000037158	MTURN
ENSSSCT00000087569	ENSSSCG00000037158	MTURN
ENSSSCT00000097395	ENSSSCG00000054650	ENSSSCG00000054650
ENSSSCT00000065209	ENSSSCG00000016682	PLEKHA8
ENSSSCT00000060505	ENSSSCG00000016682	PLEKHA8
ENSSSCT00000074346	ENSSSCG00000016682	PLEKHA8
ENSSSCT00000018163	ENSSSCG00000016682	PLEKHA8
ENSSSCT00000057687	ENSSSCG00000037575	FKBP14
ENSSSCT00000099238	ENSSSCG00000037575	FKBP14
ENSSSCT00000093664	ENSSSCG00000052320	ENSSSCG00000052320
ENSSSCT00000040055	ENSSSCG00000016684	SCRN1
ENSSSCT00000018165	ENSSSCG00000016684	SCRN1
ENSSSCT00000062389	ENSSSCG00000016684	SCRN1
ENSSSCT00000053157	ENSSSCG00000016684	SCRN1
ENSSSCT00000105431	ENSSSCG00000016684	SCRN1
ENSSSCT00000050220	ENSSSCG00000016684	SCRN1
ENSSSCT00000018166	ENSSSCG00000016685	WIPF3
ENSSSCT00000048239	ENSSSCG00000016685	WIPF3
ENSSSCT00000092784	ENSSSCG00000061139	ENSSSCG00000061139
ENSSSCT00000018097	ENSSSCG00000016623	ENSSSCG00000016623
ENSSSCT00000091733	ENSSSCG00000021652	LSM8
ENSSSCT00000018096	ENSSSCG00000021652	LSM8
ENSSSCT00000087769	ENSSSCG00000021652	LSM8
ENSSSCT00000084396	ENSSSCG00000050786	ENSSSCG00000050786
ENSSSCT00000077348	ENSSSCG00000050786	ENSSSCG00000050786
ENSSSCT00000018253	ENSSSCG00000016768	MPLKIP
ENSSSCT00000106560	ENSSSCG00000053511	ENSSSCG00000053511
ENSSSCT00000103832	ENSSSCG00000062889	ENSSSCG00000062889
ENSSSCT00000018255	ENSSSCG00000016769	CDK13
ENSSSCT00000084871	ENSSSCG00000016769	CDK13
ENSSSCT00000100922	ENSSSCG00000061204	ENSSSCG00000061204
ENSSSCT00000099397	ENSSSCG00000052223	ENSSSCG00000052223
ENSSSCT00000094255	ENSSSCG00000062303	ENSSSCG00000062303
ENSSSCT00000052087	ENSSSCG00000061907	U6
ENSSSCT00000104769	ENSSSCG00000053435	ENSSSCG00000053435
ENSSSCT00000103607	ENSSSCG00000061231	ENSSSCG00000061231
ENSSSCT00000097872	ENSSSCG00000061231	ENSSSCG00000061231
ENSSSCT00000056752	ENSSSCG00000032661	ENSSSCG00000032661
ENSSSCT00000056762	ENSSSCG00000032661	ENSSSCG00000032661
ENSSSCT00000096492	ENSSSCG00000063414	ENSSSCG00000063414
ENSSSCT00000103627	ENSSSCG00000056285	ENSSSCG00000056285
ENSSSCT00000100545	ENSSSCG00000061007	ENSSSCG00000061007
ENSSSCT00000079227	ENSSSCG00000055402	ENSSSCG00000055402
ENSSSCT00000080413	ENSSSCG00000061903	ENSSSCG00000061903
ENSSSCT00000040927	ENSSSCG00000039365	ENSSSCG00000039365
ENSSSCT00000074869	ENSSSCG00000042717	ENSSSCG00000042717
ENSSSCT00000038958	ENSSSCG00000061068	ENSSSCG00000061068
ENSSSCT00000048930	ENSSSCG00000057353	ENSSSCG00000057353
ENSSSCT00000076493	ENSSSCG00000031650	AMELY
ENSSSCT00000035684	ENSSSCG00000036077	ENSSSCG00000036077
ENSSSCT00000062384	ENSSSCG00000031410	ENSSSCG00000031410
ENSSSCT00000044872	ENSSSCG00000038567	ENSSSCG00000038567
ENSSSCT00000041794	ENSSSCG00000038567	ENSSSCG00000038567
ENSSSCT00000051780	ENSSSCG00000034469	ENSSSCG00000034469
ENSSSCT00000106884	ENSSSCG00000032135	ENSSSCG00000032135
ENSSSCT00000105743	ENSSSCG00000032135	ENSSSCG00000032135
ENSSSCT00000054823	ENSSSCG00000032135	ENSSSCG00000032135
ENSSSCT00000082557	ENSSSCG00000039144	ENSSSCG00000039144
ENSSSCT00000064112	ENSSSCG00000039144	ENSSSCG00000039144
ENSSSCT00000100226	ENSSSCG00000039144	ENSSSCG00000039144
ENSSSCT00000062158	ENSSSCG00000012833	ENSSSCG00000012833
ENSSSCT00000013322	ENSSSCG00000012178	ENSSSCG00000012178
ENSSSCT00000046322	ENSSSCG00000012179	ENSSSCG00000012179
ENSSSCT00000013323	ENSSSCG00000012179	ENSSSCG00000012179
ENSSSCT00000045348	ENSSSCG00000012179	ENSSSCG00000012179
ENSSSCT00000033772	ENSSSCG00000040592	ENSSSCG00000040592
ENSSSCT00000095963	ENSSSCG00000038226	ENSSSCG00000038226
ENSSSCT00000054731	ENSSSCG00000038226	ENSSSCG00000038226
ENSSSCT00000058052	ENSSSCG00000036341	ENSSSCG00000036341
ENSSSCT00000079788	ENSSSCG00000043796	ENSSSCG00000043796
ENSSSCT00000038428	ENSSSCG00000031398	ENSSSCG00000031398
ENSSSCT00000106722	ENSSSCG00000031398	ENSSSCG00000031398
ENSSSCT00000060483	ENSSSCG00000033858	ENSSSCG00000033858
ENSSSCT00000044015	ENSSSCG00000033858	ENSSSCG00000033858
ENSSSCT00000094696	ENSSSCG00000055885	ENSSSCG00000055885
ENSSSCT00000057638	ENSSSCG00000035838	ENSSSCG00000035838
ENSSSCT00000100367	ENSSSCG00000056055	ENSSSCG00000056055
ENSSSCT00000061389	ENSSSCG00000037509	EIF1AY
ENSSSCT00000101381	ENSSSCG00000025253	ENSSSCG00000025253
ENSSSCT00000031202	ENSSSCG00000025253	ENSSSCG00000025253
ENSSSCT00000061829	ENSSSCG00000026430	ENSSSCG00000026430
ENSSSCT00000028884	ENSSSCG00000026430	ENSSSCG00000026430
ENSSSCT00000048674	ENSSSCG00000026430	ENSSSCG00000026430
ENSSSCT00000059744	ENSSSCG00000027046	ENSSSCG00000027046
ENSSSCT00000029625	ENSSSCG00000027046	ENSSSCG00000027046
ENSSSCT00000060930	ENSSSCG00000027046	ENSSSCG00000027046
ENSSSCT00000026503	ENSSSCG00000021305	ENSSSCG00000021305
ENSSSCT00000062135	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000043243	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000045677	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000086242	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000038861	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000077906	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000103189	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000087031	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000093296	ENSSSCG00000036122	ENSSSCG00000036122
ENSSSCT00000062219	ENSSSCG00000038027	ENSSSCG00000038027
ENSSSCT00000058071	ENSSSCG00000038027	ENSSSCG00000038027
ENSSSCT00000105506	ENSSSCG00000038192	ENSSSCG00000038192
ENSSSCT00000035619	ENSSSCG00000038192	ENSSSCG00000038192
ENSSSCT00000042464	ENSSSCG00000032439	ENSSSCG00000032439
ENSSSCT00000061908	ENSSSCG00000032439	ENSSSCG00000032439
ENSSSCT00000100236	ENSSSCG00000052941	ENSSSCG00000052941
ENSSSCT00000077611	ENSSSCG00000047835	ENSSSCG00000047835
ENSSSCT00000093015	ENSSSCG00000056936	ENSSSCG00000056936
ENSSSCT00000094167	ENSSSCG00000058683	ENSSSCG00000058683
ENSSSCT00000075668	ENSSSCG00000046778	ENSSSCG00000046778
ENSSSCT00000081760	ENSSSCG00000046749	ENSSSCG00000046749
ENSSSCT00000059046	ENSSSCG00000037794	ENSSSCG00000037794
ENSSSCT00000091881	ENSSSCG00000059288	ENSSSCG00000059288
ENSSSCT00000095045	ENSSSCG00000057434	ENSSSCG00000057434
ENSSSCT00000093498	ENSSSCG00000053329	ENSSSCG00000053329
ENSSSCT00000069703	ENSSSCG00000043846	ENSSSCG00000043846
ENSSSCT00000101239	ENSSSCG00000057564	ENSSSCG00000057564
ENSSSCT00000080683	ENSSSCG00000044023	ENSSSCG00000044023
ENSSSCT00000093115	ENSSSCG00000063016	ENSSSCG00000063016
ENSSSCT00000099629	ENSSSCG00000062663	ENSSSCG00000062663
ENSSSCT00000097339	ENSSSCG00000058186	ENSSSCG00000058186
ENSSSCT00000106228	ENSSSCG00000059816	ENSSSCG00000059816
ENSSSCT00000096069	ENSSSCG00000056420	ENSSSCG00000056420
ENSSSCT00000095293	ENSSSCG00000053240	ENSSSCG00000053240
ENSSSCT00000102536	ENSSSCG00000061508	ENSSSCG00000061508
ENSSSCT00000091782	ENSSSCG00000057226	ENSSSCG00000057226
ENSSSCT00000090093	ENSSSCG00000051505	ENSSSCG00000051505
ENSSSCT00000101030	ENSSSCG00000054294	ENSSSCG00000054294
ENSSSCT00000066528	ENSSSCG00000049741	ENSSSCG00000049741
ENSSSCT00000106657	ENSSSCG00000053977	ENSSSCG00000053977
ENSSSCT00000092586	ENSSSCG00000060063	ENSSSCG00000060063
ENSSSCT00000098684	ENSSSCG00000054520	ENSSSCG00000054520
ENSSSCT00000095060	ENSSSCG00000063439	ENSSSCG00000063439
ENSSSCT00000103188	ENSSSCG00000058090	ENSSSCG00000058090
ENSSSCT00000096474	ENSSSCG00000061166	ENSSSCG00000061166
ENSSSCT00000102116	ENSSSCG00000056518	ENSSSCG00000056518
ENSSSCT00000083374	ENSSSCG00000045643	ENSSSCG00000045643
ENSSSCT00000069258	ENSSSCG00000041809	ENSSSCG00000041809
ENSSSCT00000086772	ENSSSCG00000043850	ENSSSCG00000043850
ENSSSCT00000091984	ENSSSCG00000051961	ENSSSCG00000051961
ENSSSCT00000086516	ENSSSCG00000044223	ENSSSCG00000044223
ENSSSCT00000075489	ENSSSCG00000044223	ENSSSCG00000044223
ENSSSCT00000105198	ENSSSCG00000059628	ENSSSCG00000059628
ENSSSCT00000098373	ENSSSCG00000059628	ENSSSCG00000059628
ENSSSCT00000079574	ENSSSCG00000051336	ENSSSCG00000051336
ENSSSCT00000093828	ENSSSCG00000051336	ENSSSCG00000051336
ENSSSCT00000088608	ENSSSCG00000051336	ENSSSCG00000051336
ENSSSCT00000088673	ENSSSCG00000041756	U2
ENSSSCT00000039973	ENSSSCG00000061466	U6
ENSSSCT00000088994	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000076027	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000060315	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000064056	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000078243	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000069175	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000090125	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000066861	ENSSSCG00000035670	ENSSSCG00000035670
ENSSSCT00000035967	ENSSSCG00000034141	ENSSSCG00000034141
ENSSSCT00000065762	ENSSSCG00000040795	ENSSSCG00000040795
ENSSSCT00000104640	ENSSSCG00000040795	ENSSSCG00000040795
ENSSSCT00000079493	ENSSSCG00000040795	ENSSSCG00000040795
ENSSSCT00000091744	ENSSSCG00000055051	ENSSSCG00000055051
ENSSSCT00000096442	ENSSSCG00000056875	ENSSSCG00000056875
ENSSSCT00000104175	ENSSSCG00000023819	ENSSSCG00000023819
ENSSSCT00000022749	ENSSSCG00000023819	ENSSSCG00000023819
ENSSSCT00000106393	ENSSSCG00000023819	ENSSSCG00000023819
ENSSSCT00000105175	ENSSSCG00000023819	ENSSSCG00000023819
ENSSSCT00000094398	ENSSSCG00000023819	ENSSSCG00000023819
ENSSSCT00000093336	ENSSSCG00000023819	ENSSSCG00000023819
ENSSSCT00000059513	ENSSSCG00000036928	ENSSSCG00000036928
ENSSSCT00000103084	ENSSSCG00000036928	ENSSSCG00000036928
ENSSSCT00000048670	ENSSSCG00000038249	ENSSSCG00000038249
ENSSSCT00000090228	ENSSSCG00000061633	ENSSSCG00000061633
ENSSSCT00000030781	ENSSSCG00000057000	SRY
ENSSSCT00000027478	ENSSSCG00000059393	ENSSSCG00000059393
ENSSSCT00000092071	ENSSSCG00000062133	ENSSSCG00000062133
ENSSSCT00000092433	ENSSSCG00000060796	ENSSSCG00000060796
ENSSSCT00000081678	ENSSSCG00000049587	ENSSSCG00000049587
ENSSSCT00000097616	ENSSSCG00000057265	ENSSSCG00000057265
ENSSSCT00000061816	ENSSSCG00000054107	U6
ENSSSCT00000067283	ENSSSCG00000063151	ENSSSCG00000063151
ENSSSCT00000074420	ENSSSCG00000041799	ENSSSCG00000041799
ENSSSCT00000068046	ENSSSCG00000063461	ENSSSCG00000063461
ENSSSCT00000071770	ENSSSCG00000063311	ENSSSCG00000063311
ENSSSCT00000082910	ENSSSCG00000045241	ENSSSCG00000045241
ENSSSCT00000098260	ENSSSCG00000056197	ENSSSCG00000056197
ENSSSCT00000095850	ENSSSCG00000055526	ENSSSCG00000055526
ENSSSCT00000082178	ENSSSCG00000063512	ENSSSCG00000063512
ENSSSCT00000100398	ENSSSCG00000063512	ENSSSCG00000063512
ENSSSCT00000068405	ENSSSCG00000052228	ENSSSCG00000052228
ENSSSCT00000105260	ENSSSCG00000059552	ENSSSCG00000059552
